Name,School,Gender,Role,Total Citations,Earliest Pub,Cit rank,YO rank,AvCit,AvAge,PR value,age,citperyear
Caterina Consani,Johns Hopkins,Female,Professor,354,1992,0.344,0.387,0.491769231,0.428538462,1.147549812,29,12.20689655
Gregory Eyink,Johns Hopkins,Male,Professor,603,1987,0.508,0.53,0.491769231,0.428538462,1.147549812,34,17.73529412
Nitu Kitchloo,Johns Hopkins,Male,Professor,202,1998,0.193,0.209,0.491769231,0.428538462,1.147549812,23,8.782608696
Hans Lindblad,Johns Hopkins,Male,Professor,1447,1989,0.785,0.469,0.491769231,0.428538462,1.147549812,32,45.21875
Mauuro Maggioni,Johns Hopkins,Male,Professor,366,2000,0.356,0.147,0.491769231,0.428538462,1.147549812,21,17.42857143
Chikako Mese,Johns Hopkins,Female,Professor,102,1996,0.097,0.278,0.491769231,0.428538462,1.147549812,25,4.08
Yiannis Sakellaridis,Johns Hopkins,Male,Professor,105,2006,0.101,0.027,0.491769231,0.428538462,1.147549812,15,7
David Savitt,Johns Hopkins,Male,Professor,192,2000,0.179,0.147,0.491769231,0.428538462,1.147549812,21,9.142857143
Vyacheslav Shokurov,Johns Hopkins,Male,Professor,692,1971,0.566,0.913,0.491769231,0.428538462,1.147549812,50,13.84
Yannick Sire,Johns Hopkins,Male,Professor,1469,2004,0.788,0.061,0.491769231,0.428538462,1.147549812,17,86.41176471
Christopher Sogge,Johns Hopkins,Male,Professor,3493,1985,0.935,0.593,0.491769231,0.428538462,1.147549812,36,97.02777778
Joel Spruck,Johns Hopkins,Male,Professor,4297,1971,0.958,0.913,0.491769231,0.428538462,1.147549812,50,85.94
W. Stephen Wilson,Johns Hopkins,Male,Professor,731,1972,0.583,0.897,0.491769231,0.428538462,1.147549812,49,14.91836735
Keith Burns,Northwestern,Male,Professor,650,1983,0.543,0.652,0.539764706,0.428823529,1.258710562,38,17.10526316
Laura DeMarco,Northwestern,Female,Professor,281,2001,0.28,0.124,0.539764706,0.428823529,1.258710562,20,14.05
Ezra Getzler,Northwestern,Male,Professor,2216,1983,0.873,0.652,0.539764706,0.428823529,1.258710562,38,58.31578947
Paul Goerss,Northwestern,Male,Professor,1050,1983,0.695,0.652,0.539764706,0.428823529,1.258710562,38,27.63157895
Elton Hsu,Northwestern,Male,Professor,803,1960,0.616,0.991,0.539764706,0.428823529,1.258710562,61,13.16393443
Bryna Kra,Northwestern,Female,Professor,647,1995,0.54,0.304,0.539764706,0.428823529,1.258710562,26,24.88461538
Aaron Naber,Northwestern,Male,Professor,360,2008,0.349,0.012,0.539764706,0.428823529,1.258710562,13,27.69230769
Mihnea Popa,Northwestern,Male,Professor,645,1999,0.538,0.172,0.539764706,0.428823529,1.258710562,22,29.31818182
Dmitry Tamarkin,Northwestern,Male,Professor,301,1995,0.298,0.304,0.539764706,0.428823529,1.258710562,26,11.57692308
Valentino Tosatti,Northwestern,Male,Professor,680,2007,0.562,0.018,0.539764706,0.428823529,1.258710562,14,48.57142857
Boris Tsygan,Northwestern,Male,Professor,830,1983,0.624,0.652,0.539764706,0.428823529,1.258710562,38,21.84210526
Ben Weinkove,Northwestern,Male,Professor,908,2004,0.649,0.061,0.539764706,0.428823529,1.258710562,17,53.41176471
Jared Wunsch,Northwestern,Male,Professor,460,1995,0.417,0.304,0.539764706,0.428823529,1.258710562,26,17.69230769
Zhihong Jeff Xia,Northwestern,Male,Professor,413,1989,0.392,0.469,0.539764706,0.428823529,1.258710562,32,12.90625
Sandy Zabell,Northwestern,Male,Professor,212,1975,0.204,0.846,0.539764706,0.428823529,1.258710562,46,4.608695652
Eric Zaslow,Northwestern,Male,Professor,1064,1993,0.699,0.363,0.539764706,0.428823529,1.258710562,28,38
Steve Zelditch,Northwestern,Male,Professor,2571,1981,0.897,0.714,0.539764706,0.428823529,1.258710562,40,64.275
Jeffrey D Adams,University of Maryland,Male,Professor,439,1981,0.407,0.714,0.499340426,0.585765957,0.85245723,40,10.975
Radu Victor Balan,University of Maryland,Male,Professor,636,1994,0.532,0.334,0.499340426,0.585765957,0.85245723,27,23.55555556
Jacob Philip Bedrossian,University of Maryland,Male,Professor,357,2010,0.347,0.006,0.499340426,0.585765957,0.85245723,11,32.45454545
John J Benedetto,University of Maryland,Male,Professor,1171,1964,0.726,0.978,0.499340426,0.585765957,0.85245723,57,20.54385965
Patrick Brosnan,University of Maryland,Male,Professor,268,1998,0.265,0.209,0.499340426,0.585765957,0.85245723,23,11.65217391
Sandra Cerrai,University of Maryland,Female,Professor,758,1994,0.596,0.334,0.499340426,0.585765957,0.85245723,27,28.07407407
Joel M. Cohen,University of Maryland,Male,Professor,303,1966,0.301,0.966,0.499340426,0.585765957,0.85245723,55,5.509090909
Wojciech Czaja,University of Maryland,Male,Professor,234,1999,0.232,0.172,0.499340426,0.585765957,0.85245723,22,10.63636364
Dmitry Dolgopyat,University of Maryland,Male,Professor,1179,1994,0.729,0.334,0.499340426,0.585765957,0.85245723,27,43.66666667
Howard Elman,University of Maryland,Male,Professor,2596,1983,0.9,0.652,0.499340426,0.585765957,0.85245723,38,68.31578947
Patrick Fitzpatrick,University of Maryland,Male,Professor,430,1971,0.403,0.913,0.499340426,0.585765957,0.85245723,50,8.6
Giovanni Forni,University of Maryland,Male,Professor,631,1990,0.527,0.436,0.499340426,0.585765957,0.85245723,31,20.35483871
Mark Freidlin,University of Maryland,Male,Professor,2801,1961,0.912,0.989,0.499340426,0.585765957,0.85245723,60,46.68333333
William M Goldman,University of Maryland,Male,Professor,2597,1980,0.9,0.739,0.499340426,0.585765957,0.85245723,41,63.34146341
Manoussos Grillakis,University of Maryland,Male,Professor,1706,1983,0.822,0.652,0.499340426,0.585765957,0.85245723,38,44.89473684
Denny Gulick,University of Maryland,Male,Professor,22,1972,0.03,0.897,0.499340426,0.585765957,0.85245723,49,0.448979592
Thomas Haines,University of Maryland,Male,Professor,369,1997,0.356,0.24,0.499340426,0.585765957,0.85245723,24,15.375
Stephen Halperin,University of Maryland,Male,Professor,1881,1970,0.849,0.927,0.499340426,0.585765957,0.85245723,51,36.88235294
David H Hamilton,University of Maryland,Male,Professor,86,1978,0.083,0.782,0.499340426,0.585765957,0.85245723,43,2
Pierre-Emmanuel Jabin,University of Maryland,Male,Professor,845,2000,0.629,0.147,0.499340426,0.585765957,0.85245723,21,40.23809524
Michael Jakobson,University of Maryland,Male,Professor,400,1968,0.379,0.949,0.499340426,0.585765957,0.85245723,53,7.547169811
Abram Kagan,University of Maryland,Male,Professor,258,1962,0.258,0.985,0.499340426,0.585765957,0.85245723,59,4.372881356
Vadim Kaloshin,University of Maryland,Male,Professor,584,1996,0.498,0.278,0.499340426,0.585765957,0.85245723,25,23.36
Benjamin Kedem,University of Maryland,Male,Professor,154,1972,0.143,0.897,0.499340426,0.585765957,0.85245723,49,3.142857143
Leonid Koralov,University of Maryland,Male,Professor,195,1991,0.184,0.414,0.499340426,0.585765957,0.85245723,30,6.5
Partha Lahiri,University of Maryland,Male,Professor,228,1986,0.225,0.564,0.499340426,0.585765957,0.85245723,35,6.514285714
Michael Laskowski,University of Maryland,Male,Professor,196,1985,0.185,0.593,0.499340426,0.585765957,0.85245723,36,5.444444444
Charles Levermore,University of Maryland,Male,Professor,2773,1979,0.908,0.76,0.499340426,0.585765957,0.85245723,42,66.02380952
Doron Levy,University of Maryland,Male,Professor,1097,1997,0.709,0.24,0.499340426,0.585765957,0.85245723,24,45.70833333
Matei Machedon,University of Maryland,Male,Professor,1049,1986,0.694,0.564,0.499340426,0.585765957,0.85245723,35,29.97142857
Dionisios Margetis,University of Maryland,Male,Professor,201,1998,0.193,0.209,0.499340426,0.585765957,0.85245723,23,8.739130435
John Millson,University of Maryland,Male,Professor,1296,1973,0.755,0.885,0.499340426,0.585765957,0.85245723,48,27
Ricardo Nochetto,University of Maryland,Male,Professor,3322,1982,0.932,0.684,0.499340426,0.585765957,0.85245723,39,85.17948718
Kasso A Okoudjou,University of Maryland,Male,Professor,494,2002,0.438,0.103,0.499340426,0.585765957,0.85245723,19,26
Niranjan Ramachandran,University of Maryland,Male,Professor,113,1996,0.109,0.278,0.499340426,0.585765957,0.85245723,25,4.52
Joan JianJian Ren,University of Maryland,Female,Professor,106,1990,0.103,0.436,0.499340426,0.585765957,0.85245723,31,3.419354839
Jonathan M Rosenberg,University of Maryland,Male,Professor,1624,1975,0.815,0.846,0.499340426,0.585765957,0.85245723,46,35.30434783
Yanir Rubinstein,University of Maryland,Male,Professor,406,2000,0.386,0.147,0.499340426,0.585765957,0.85245723,21,19.33333333
James Schafer,University of Maryland,Male,Professor,38,1965,0.043,0.974,0.499340426,0.585765957,0.85245723,56,0.678571429
Eric Slud,University of Maryland,Male,Professor,170,1976,0.158,0.823,0.499340426,0.585765957,0.85245723,45,3.777777778
Eitan Tadmor,University of Maryland,Male,Professor,5820,1975,0.977,0.846,0.499340426,0.585765957,0.85245723,46,126.5217391
Harry Tamvakis,University of Maryland,Male,Professor,437,1997,0.405,0.24,0.499340426,0.585765957,0.85245723,24,18.20833333
Konstantina Trivisa,University of Maryland,Female,Professor,530,1996,0.467,0.278,0.499340426,0.585765957,0.85245723,25,21.2
Lawrence Washington,University of Maryland,Male,Professor,2081,1974,0.865,0.869,0.499340426,0.585765957,0.85245723,47,44.27659574
Richard Alan Wentworth,University of Maryland,Male,Professor,419,1990,0.398,0.436,0.499340426,0.585765957,0.85245723,31,13.51612903
Scott A Wolpert,University of Maryland,Male,Professor,1217,1975,0.736,0.846,0.499340426,0.585765957,0.85245723,46,26.45652174
James Yorke,University of Maryland,Male,Professor,4384,1966,0.96,0.966,0.499340426,0.585765957,0.85245723,55,79.70909091
Al Boggess,ASU,Male,Professor,346,1979,0.339,0.76,0.45024,0.61652,0.73029261,42,8.238095238
Matthias Kawski,ASU,Male,Professor,223,1986,0.222,0.564,0.45024,0.61652,0.73029261,35,6.371428571
Eric Kostelich,ASU,Male,Professor,108,1985,0.106,0.593,0.45024,0.61652,0.73029261,36,3
Abba Gumel,ASU,Male,Professor,858,1996,0.632,0.278,0.45024,0.61652,0.73029261,25,34.32
Alex Mahalov,ASU,Male,Professor,739,1984,0.587,0.622,0.45024,0.61652,0.73029261,37,19.97297297
Dieter Armbruster,ASU,Male,Professor,362,1983,0.352,0.652,0.45024,0.61652,0.73029261,38,9.526315789
Andrew Bremner,ASU,Male,Professor,274,1975,0.272,0.846,0.45024,0.61652,0.73029261,46,5.956521739
Sharon Crook,ASU,Female,Professor,3,1996,0.007,0.278,0.45024,0.61652,0.73029261,25,0.12
Andrzej Czygrinow,ASU,Male,Professor,212,1998,0.204,0.209,0.45024,0.61652,0.73029261,23,9.217391304
Carl Gardner,ASU,Male,Professor,172,1983,0.161,0.652,0.45024,0.61652,0.73029261,38,4.526315789
Jackiewicz,ASU,Male,Professor,1178,1978,0.728,0.782,0.45024,0.61652,0.73029261,43,27.39534884
John Jones,ASU,Male,Professor,152,1987,0.14,0.53,0.45024,0.61652,0.73029261,34,4.470588235
Steven Kaliszewski,ASU,Male,Professor,428,1994,0.4,0.334,0.45024,0.61652,0.73029261,27,15.85185185
Henry Kierstead,ASU,Male,Professor,1405,1979,0.775,0.76,0.45024,0.61652,0.73029261,42,33.45238095
Yang Kuang,ASU,Male,Professor,3902,1985,0.948,0.593,0.45024,0.61652,0.73029261,36,108.3888889
Juan Lopez,ASU,Male,Professor,156,1988,0.144,0.5,0.45024,0.61652,0.73029261,33,4.727272727
Robert McCulloch,ASU,Male,Professor,148,1985,0.137,0.593,0.45024,0.61652,0.73029261,36,4.111111111
Fabio Milner,ASU,Male,Professor,609,1983,0.514,0.652,0.45024,0.61652,0.73029261,38,16.02631579
Hans Mittelmann,ASU,Male,Professor,549,1974,0.48,0.869,0.45024,0.61652,0.73029261,47,11.68085106
John Quigg,ASU,Male,Professor,783,1979,0.608,0.76,0.45024,0.61652,0.73029261,42,18.64285714
Rosemary Renaut,ASU,Female,Professor,238,1984,0.239,0.622,0.45024,0.61652,0.73029261,37,6.432432432
Christian Ringhofer,ASU,Male,Professor,1425,1983,0.78,0.652,0.45024,0.61652,0.73029261,38,37.5
Hal Smith,ASU,Male,Professor,5370,1976,0.972,0.823,0.45024,0.61652,0.73029261,45,119.3333333
Sergei Suslov,ASU,Male,Professor,703,1982,0.57,0.684,0.45024,0.61652,0.73029261,39,18.02564103
Horst Thieme,ASU,Male,Professor,3641,1977,0.939,0.805,0.45024,0.61652,0.73029261,44,82.75
Ash Abebe,Auburn,Male,Professor,20,2002,0.027,0.103,0.288444444,0.686074074,0.420427553,19,1.052631579
Ulrich Albrecht,Auburn,Male,Professor,360,1982,0.349,0.684,0.288444444,0.686074074,0.420427553,39,9.230769231
Stewart Baldwin,Auburn,Male,Professor,243,1980,0.243,0.739,0.288444444,0.686074074,0.420427553,41,5.926829268
Andras Bezdek,Auburn,Male,Professor,143,1978,0.133,0.782,0.288444444,0.686074074,0.420427553,43,3.325581395
Nedret Billor,Auburn,Female,Professor,13,1993,0.018,0.363,0.288444444,0.686074074,0.420427553,28,0.464285714
Yanzhao Cao,Auburn,Male,Professor,558,1992,0.483,0.387,0.288444444,0.686074074,0.420427553,29,19.24137931
Mark Carpenter,Auburn,Male,Professor,2,1992,0.004,0.387,0.288444444,0.686074074,0.420427553,29,0.068965517
Narendra Kumar Govil,Auburn,Male,Professor,266,1963,0.263,0.982,0.288444444,0.686074074,0.420427553,58,4.586206897
Xiaoying Han,Auburn,Female,Professor,213,2007,0.206,0.018,0.288444444,0.686074074,0.420427553,14,15.21428571
Yongsheng Han,Auburn,Male,Professor,1158,1983,0.72,0.652,0.288444444,0.686074074,0.420427553,38,30.47368421
Georg Hetzer,Auburn,Male,Professor,216,1973,0.211,0.885,0.288444444,0.686074074,0.420427553,48,4.5
Dean G Hoffman,Auburn,Male,Professor,569,1976,0.487,0.823,0.288444444,0.686074074,0.420427553,45,12.64444444
Overtoun Jenda,Auburn,Male,Professor,1734,1981,0.829,0.714,0.288444444,0.686074074,0.420427553,40,43.35
Peter D Johnson,Auburn,Male,Professor,253,1973,0.253,0.885,0.288444444,0.686074074,0.420427553,48,5.270833333
Theodore Kilgore,Auburn,Male,Professor,77,1974,0.077,0.869,0.288444444,0.686074074,0.420427553,47,1.638297872
Krystyna Kuperberg,Auburn,Female,Professor,133,1971,0.125,0.913,0.288444444,0.686074074,0.420427553,50,2.66
Wlodzimierz Kuperberg,Auburn,Male,Professor,200,1965,0.191,0.974,0.288444444,0.686074074,0.420427553,56,3.571428571
Douglas Leonard,Auburn,Male,Professor,127,1977,0.121,0.805,0.288444444,0.686074074,0.420427553,44,2.886363636
Ming Liao,Auburn,Male,Professor,194,1984,0.182,0.622,0.288444444,0.686074074,0.420427553,37,5.243243243
Curt Lindner,Auburn,Male,Professor,1186,1969,0.731,0.939,0.288444444,0.686074074,0.420427553,52,22.80769231
Piotr Minc,Auburn,Male,Professor,205,1972,0.2,0.897,0.288444444,0.686074074,0.420427553,49,4.183673469
Thomas Pate,Auburn,Male,Professor,105,1976,0.101,0.823,0.288444444,0.686074074,0.420427553,45,2.333333333
Henry Schenck,Auburn,Male,Professor,964,1997,0.664,0.24,0.288444444,0.686074074,0.420427553,24,40.16666667
Wenxian Shen,Auburn,Female,Professor,1948,1988,0.856,0.5,0.288444444,0.686074074,0.420427553,33,59.03030303
Michel Smith,Auburn,Male,Professor,87,1974,0.085,0.869,0.288444444,0.686074074,0.420427553,47,1.85106383
Jerzy Szulga,Auburn,Male,Professor,94,1976,0.089,0.823,0.288444444,0.686074074,0.420427553,45,2.088888889
Richard Zalik,Auburn,Male,Professor,152,1975,0.14,0.846,0.288444444,0.686074074,0.420427553,46,3.304347826
Antonella Marini,Yeshiva,Female,Professor,76,1988,0.075,0.5,0.32675,0.61125,0.534560327,33,2.303030303
Morton Lowengrub,Yeshiva,Male,Professor,32,1961,0.04,0.989,0.32675,0.61125,0.534560327,60,0.533333333
Wen Xiog Chen,Yeshiva,Male,Professor,2780,1983,0.909,0.652,0.32675,0.61125,0.534560327,38,73.15789474
Marian Gidea,Yeshiva,Male,Professor,285,1995,0.283,0.304,0.32675,0.61125,0.534560327,26,10.96153846
Samuel Blank,Northeastern,Male,Professor,30,1967,0.038,0.958,0.3489,0.6355,0.549016522,54,0.555555556
Maxim Braverman,Northeastern,Male,Professor,30,1991,0.038,0.414,0.3489,0.6355,0.549016522,30,1
Stanley Eigen,Northeastern,Male,Professor,87,1981,0.085,0.714,0.3489,0.6355,0.549016522,40,2.175
Terence Gaffney,Northeastern,Male,Professor,530,1976,0.467,0.823,0.3489,0.6355,0.549016522,45,11.77777778
Anthony Iarrobino,Northeastern,Male,Professor,932,1971,0.655,0.913,0.3489,0.6355,0.549016522,50,18.64
Christopher King,Northeastern,Male,Professor,196,1992,0.185,0.387,0.3489,0.6355,0.549016522,29,6.75862069
Venkatraman Lakshmibai,Northeastern,Female,Professor,879,1974,0.64,0.869,0.3489,0.6355,0.549016522,47,18.70212766
Ivan Loseu,Northeastern,Male,Professor,466,2005,0.423,0.041,0.3489,0.6355,0.549016522,16,29.125
Donald King,Northeastern,Male,Professor,33,1979,0.041,0.76,0.3489,0.6355,0.549016522,42,0.785714286
Mikhail Malioutov,Northeastern,Male,Professor,89,1961,0.086,0.989,0.3489,0.6355,0.549016522,60,1.483333333
Alina Marian,Northeastern,Female,Professor,187,2001,0.176,0.124,0.3489,0.6355,0.549016522,20,9.35
David Massey,Northeastern,Male,Professor,300,1986,0.297,0.564,0.3489,0.6355,0.549016522,35,8.571428571
Robert McOwen,Northeastern,Male,Professor,535,1977,0.471,0.805,0.3489,0.6355,0.549016522,44,12.15909091
Richard Porter,Northeastern,Male,Professor,260,1975,0.26,0.846,0.3489,0.6355,0.549016522,46,5.652173913
Egon Schulte,Northeastern,Male,Professor,787,1981,0.611,0.714,0.3489,0.6355,0.549016522,40,19.675
Alexander Suciu,Northeastern,Male,Professor,975,1984,0.668,0.622,0.3489,0.6355,0.549016522,37,26.35135135
Gordana Todorov,Northeastern,Female,Professor,818,1979,0.619,0.76,0.3489,0.6355,0.549016522,42,19.47619048
Valerio Toledano Laredo,Northeastern,Male,Professor,236,1994,0.236,0.334,0.3489,0.6355,0.549016522,27,8.740740741
Petar Topalov,Northeastern,Male,Professor,730,1994,0.582,0.334,0.3489,0.6355,0.549016522,27,27.03703704
Jonathan Weitsman,Northeastern,Male,Professor,428,1980,0.4,0.739,0.3489,0.6355,0.549016522,41,10.43902439
Matt Baker,Georgia Tech,Male,Professor,1148,1999,0.717,0.172,0.513387097,0.39383871,1.303546564,22,52.18181818
Igor Belegradek,Georgia Tech,Male,Professor,188,1993,0.178,0.363,0.513387097,0.39383871,1.303546564,28,6.714285714
Leonid Bunimovich,Georgia Tech,Male,Professor,1157,1970,0.719,0.927,0.513387097,0.39383871,1.303546564,51,22.68627451
Ernie Croot,Georgia Tech,Male,Professor,209,1999,0.202,0.172,0.513387097,0.39383871,1.303546564,22,9.5
Luca Dieci,Georgia Tech,Male,Professor,804,1986,0.617,0.564,0.513387097,0.39383871,1.303546564,35,22.97142857
John Etnyre,Georgia Tech,Male,Professor,1369,1996,0.768,0.278,0.513387097,0.39383871,1.303546564,25,54.76
Mohammed Ghomi,Georgia Tech,Male,Professor,272,1998,0.269,0.209,0.513387097,0.39383871,1.303546564,23,11.82608696
Guillermo Goldsztein,Georgia Tech,Male,Professor,12,1997,0.017,0.24,0.513387097,0.39383871,1.303546564,24,0.5
Christopher Heil,Georgia Tech,Male,Professor,1614,1989,0.812,0.469,0.513387097,0.39383871,1.303546564,32,50.4375
Christine Heitsch,Georgia Tech,Female,Professor,18,2000,0.024,0.147,0.513387097,0.39383871,1.303546564,21,0.857142857
Christian Houdré,Georgia Tech,Male,Professor,752,1989,0.594,0.469,0.513387097,0.39383871,1.303546564,32,23.5
Plamen Iliev,Georgia Tech,Male,Professor,292,1997,0.292,0.24,0.513387097,0.39383871,1.303546564,24,12.16666667
Sung Ha Kang,Georgia Tech,Male,Professor,218,2002,0.214,0.103,0.513387097,0.39383871,1.303546564,19,11.47368421
Vladimir Koltchinskii,Georgia Tech,Male,Professor,1078,1978,0.704,0.782,0.513387097,0.39383871,1.303546564,43,25.06976744
Rachel Kuske,Georgia Tech,Female,Professor,202,1990,0.193,0.436,0.513387097,0.39383871,1.303546564,31,6.516129032
Michael Lacey,Georgia Tech,Male,Professor,1981,1987,0.858,0.53,0.513387097,0.39383871,1.303546564,34,58.26470588
Thang Le,Georgia Tech,Male,Professor,1037,1988,0.687,0.5,0.513387097,0.39383871,1.303546564,33,31.42424242
Anton Leykin,Georgia Tech,Male,Professor,243,2001,0.243,0.124,0.513387097,0.39383871,1.303546564,20,12.15
Wing Li,Georgia Tech,Female,Professor,159,1990,0.146,0.436,0.513387097,0.39383871,1.303546564,31,5.129032258
Zhiwu Lin,Georgia Tech,Male,Professor,390,2001,0.371,0.124,0.513387097,0.39383871,1.303546564,20,19.5
Yingjie Liu,Georgia Tech,Male,Professor,432,1994,0.403,0.334,0.513387097,0.39383871,1.303546564,27,16
Rafael de la Llave,Georgia Tech,Male,Professor,2250,1982,0.875,0.684,0.513387097,0.39383871,1.303546564,39,57.69230769
